GeneName	GeneID	EventNumber	EventType	GPos	Path.1	Path.2	Path.Reference	tran_P1	tran_P2	tran_Ref
ENSG00000169972.11_11	50	11	Complex Event	1:1309273-1309454	7-8,8-8,8-9	7-9	7-7,9-9,12-12	ENST00000463758.1	ENST00000379031.9|ENST00000470520.5|ENST00000467712.1|ENST00000493657.1	ENST00000463758.1|ENST00000379031.9|ENST00000470520.5|ENST00000467712.1|ENST00000493657.1
ENSG00000169972.11_12	50	12	Complex Event	1:1309603-1309706	11-11,11-12	9-12	7-7,9-9,12-12	ENST00000463758.1|ENST00000493657.1|ENST00000379031.9|ENST00000467712.1	ENST00000470520.5	ENST00000463758.1|ENST00000379031.9|ENST00000470520.5|ENST00000467712.1|ENST00000493657.1
ENSG00000169972.11_13	50	13	Complex Event	1:1309814-1310634	12-15,15-15,15-16	12-13,13-13	7-7,9-9,12-12	ENST00000493657.1	ENST00000379031.9|ENST00000470520.5|ENST00000463758.1|ENST00000467712.1	ENST00000463758.1|ENST00000379031.9|ENST00000470520.5|ENST00000467712.1|ENST00000493657.1
ENSG00000169972.11_15	50	15	Complex Event	1:1309814-1310634	13-14,14-14,14-16	12-15,15-15,15-16	16-16,18-18	ENST00000379031.9|ENST00000470520.5|ENST00000467712.1	ENST00000493657.1	ENST00000493657.1|ENST00000379031.9|ENST00000470520.5|ENST00000467712.1
ENSG00000169972.11_16	50	16	Retained Intron	1:1310688-1310909	16-17,17-17,17-18	16-18	16-16,18-18	ENST00000493657.1	ENST00000379031.9|ENST00000470520.5|ENST00000467712.1	ENST00000493657.1|ENST00000379031.9|ENST00000470520.5|ENST00000467712.1
ENSG00000224051.6_1	51	1	Alternative First Exon	1:1325102-1326836	3-3,3-4	2-4	4-4,4-5	ENST00000488011.1	ENST00000343938.8	ENST00000343938.8|ENST00000488011.1
ENSG00000224051.6_4	51	4	Complex Event	1:1325102-1327241	2-5	2-4	2-2	ENST00000464957.1	ENST00000343938.8	ENST00000464957.1|ENST00000343938.8
ENSG00000224051.6_5	51	5	Alternative First Exon	1:1324767-1326836	3-3,3-4	2-2	5-5	ENST00000488011.1	ENST00000464957.1|ENST00000343938.8	ENST00000343938.8|ENST00000464957.1|ENST00000488011.1
ENSG00000224051.6_6	51	6	Complex Event	1:1325102-1327241	4-4,4-5	2-5	5-5	ENST00000343938.8|ENST00000488011.1	ENST00000464957.1	ENST00000343938.8|ENST00000464957.1|ENST00000488011.1
ENSG00000224870.6_6	54	6	Complex Event	1:1399689-1399981	9-9,9-10	7-10	10-10,10-11	ENST00000418833.2|ENST00000572242.1	ENST00000447725.2	ENST00000418833.2|ENST00000572242.1|ENST00000447725.2
ENSG00000224870.6_12	54	12	Complex Event	1:1399685-1400158	6-7,7-7	6-11	6-6	ENST00000448629.5|ENST00000418833.2|ENST00000570344.1|ENST00000447725.2	ENST00000444362.2|ENST00000576232.1	ENST00000448629.5|ENST00000444362.2|ENST00000418833.2|ENST00000576232.1|ENST00000570344.1|ENST00000447725.2
ENSG00000224870.6_14	54	14	Complex Event	1:1400303-1400605	11-12,12-12,12-13	11-16	11-11	ENST00000576232.1|ENST00000570344.1|ENST00000572242.1	ENST00000448629.5|ENST00000444362.2|ENST00000418833.2|ENST00000447725.2	ENST00000418833.2|ENST00000572242.1|ENST00000447725.2|ENST00000576232.1|ENST00000570344.1|ENST00000448629.5|ENST00000444362.2
ENSG00000224870.6_16	54	16	Complex Event	1:1400472-1401243	13-14,14-14	13-19	13-13	ENST00000576232.1|ENST00000570344.1|ENST00000572242.1	ENST00000453521.1	ENST00000572242.1|ENST00000576232.1|ENST00000570344.1|ENST00000453521.1
ENSG00000224870.6_17	54	17	Complex Event	1:1400303-1400605	14-15,15-15,15-16	11-16	16-16	ENST00000576232.1|ENST00000572242.1	ENST00000448629.5|ENST00000444362.2|ENST00000418833.2|ENST00000447725.2	ENST00000572242.1|ENST00000576232.1|ENST00000444362.2|ENST00000418833.2|ENST00000447725.2|ENST00000448629.5
ENSG00000224870.6_19	54	19	Complex Event	1:1400472-1401243	17-18,18-18,18-19	13-19	19-19	ENST00000444362.2|ENST00000418833.2|ENST00000447725.2|ENST00000572242.1	ENST00000453521.1	ENST00000572242.1|ENST00000444362.2|ENST00000418833.2|ENST00000447725.2|ENST00000453521.1
ENSG00000179403.11_5	58	5	Complex Event	1:1435821-1437322	6-7,7-7,7-8	4-8	8-8	ENST00000495558.1|ENST00000476993.1	ENST00000338660.5	ENST00000476993.1|ENST00000495558.1|ENST00000338660.5
ENSG00000215915.9_2	59	2	Complex Event	1:1450041-1450681	2-3,3-3,3-4	2-4	2-2,4-4,4-5,5-5,5-6,6-6,8-8,8-9,9-9	ENST00000378785.6	ENST00000475091.2	ENST00000378785.6|ENST00000475091.2
ENSG00000215915.9_3	59	3	Complex Event	1:1452434-1455460	6-7,7-7,7-8	6-8	2-2,4-4,4-5,5-5,5-6,6-6,8-8,8-9,9-9	ENST00000378785.6	ENST00000475091.2	ENST00000378785.6|ENST00000475091.2
ENSG00000215915.9_5	59	5	Alternative First Exon	1:1455902-1462600	9-10,10-10,10-11,11-11,11-12,12-12,12-13,13-13,13-14,14-14,14-16	15-15,15-16	16-16,16-17,17-17	ENST00000378785.6	ENST00000484537.2	ENST00000484537.2|ENST00000378785.6
ENSG00000160072.19_1	60	1	Alternative First Exon	1:1471769-1478644	1-1,1-2,2-2,2-4	3-3,3-4	4-4,4-5,5-5,5-6	ENST00000308647.7	ENST00000472194.6	ENST00000472194.6|ENST00000308647.7
ENSG00000160072.19_3	60	3	Alternative Last Exon	1:1482614-1485016	8-9,9-9	8-12	6-6,6-7,7-7,7-8,8-8	ENST00000378736.3	ENST00000308647.7|ENST00000472194.6	ENST00000308647.7|ENST00000472194.6|ENST00000378736.3
ENSG00000160072.19_5	60	5	Complex Event	1:1482614-1485016	11-11,11-12	8-12	12-12,12-13,13-13,15-15,15-16,16-16,18-18,22-22,24-24,24-25,25-25	ENST00000485748.5|ENST00000474481.1	ENST00000308647.7|ENST00000472194.6	ENST00000485748.5|ENST00000474481.1|ENST00000308647.7|ENST00000472194.6
ENSG00000160072.19_6	60	6	Retained Intron	1:1485838-1486110	13-14,14-14,14-15	13-15	12-12,12-13,13-13,15-15,15-16,16-16,18-18,22-22,24-24,24-25,25-25	ENST00000474481.1	ENST00000308647.7|ENST00000472194.6|ENST00000485748.5	ENST00000485748.5|ENST00000474481.1|ENST00000308647.7|ENST00000472194.6
ENSG00000160072.19_7	60	7	Cassette Exon	1:1486668-1489204	16-17,17-17,17-18	16-18	12-12,12-13,13-13,15-15,15-16,16-16,18-18,22-22,24-24,24-25,25-25	ENST00000308647.7|ENST00000472194.6|ENST00000485748.5	ENST00000474481.1	ENST00000485748.5|ENST00000474481.1|ENST00000308647.7|ENST00000472194.6
ENSG00000160072.19_8	60	8	Complex Event	1:1489274-1490257	20-20	18-22	12-12,12-13,13-13,15-15,15-16,16-16,18-18,22-22,24-24,24-25,25-25	ENST00000474481.1|ENST00000485748.5	ENST00000308647.7|ENST00000472194.6	ENST00000485748.5|ENST00000474481.1|ENST00000308647.7|ENST00000472194.6
ENSG00000160072.19_9	60	9	Complex Event	1:1490424-1490563	22-23,23-23,23-24	22-24	12-12,12-13,13-13,15-15,15-16,16-16,18-18,22-22,24-24,24-25,25-25	ENST00000474481.1	ENST00000308647.7|ENST00000472194.6|ENST00000485748.5	ENST00000485748.5|ENST00000474481.1|ENST00000308647.7|ENST00000472194.6
ENSG00000160072.19_10	60	10	Complex Event	1:1489274-1489692	18-19,19-19,19-20	18-20	20-20	ENST00000474481.1	ENST00000485748.5	ENST00000474481.1|ENST00000485748.5
ENSG00000160072.19_11	60	11	Complex Event	1:1489811-1490257	20-21,21-21,21-22	20-22	20-20	ENST00000474481.1	ENST00000485748.5	ENST00000474481.1|ENST00000485748.5
ENSG00000197785.13_2	61	2	Alternative First Exon	1:1516088-1517167	5-5,5-6	4-6	6-6,6-7	ENST00000439513.1	ENST00000378755.9	ENST00000378755.9|ENST00000439513.1
ENSG00000197785.13_3	61	3	Alternative First Exon	1:1517412-1517716	8-8,8-9	7-9	9-9,9-10,10-10,10-11,11-11,11-12,12-12,12-13,13-13	ENST00000429957.1	ENST00000378756.7|ENST00000378755.9|ENST00000339113.8|ENST00000536055.5	ENST00000378756.7|ENST00000378755.9|ENST00000339113.8|ENST00000536055.5|ENST00000429957.1
ENSG00000197785.13_6	61	6	Complex Event	1:1526531-1527695	19-20,20-20,20-21	19-21	18-18,18-19,19-19,21-21	ENST00000400830.3	ENST00000378756.7|ENST00000378755.9|ENST00000339113.8|ENST00000536055.5	ENST00000378756.7|ENST00000378755.9|ENST00000339113.8|ENST00000536055.5|ENST00000400830.3
ENSG00000197785.13_9	61	9	Alternative First Exon	1:1512175-1516012	3-3,3-4	2-2,2-4	4-4	ENST00000339113.8|ENST00000536055.5	ENST00000378756.7|ENST00000378755.9	ENST00000378756.7|ENST00000378755.9|ENST00000339113.8|ENST00000536055.5
ENSG00000197785.13_10	61	10	Complex Event	1:1516088-1517311	4-7	4-6	4-4	ENST00000378756.7|ENST00000339113.8|ENST00000536055.5	ENST00000378755.9	ENST00000378756.7|ENST00000378755.9|ENST00000339113.8|ENST00000536055.5
ENSG00000197785.13_11	61	11	Alternative First Exon	1:1516012-1517167	5-5,5-6	4-4	7-7	ENST00000439513.1	ENST00000378756.7|ENST00000378755.9|ENST00000339113.8|ENST00000536055.5	ENST00000378755.9|ENST00000378756.7|ENST00000339113.8|ENST00000536055.5|ENST00000439513.1
ENSG00000197785.13_12	61	12	Complex Event	1:1516088-1517311	6-6,6-7	4-7	7-7	ENST00000378755.9|ENST00000439513.1	ENST00000378756.7|ENST00000339113.8|ENST00000536055.5	ENST00000378755.9|ENST00000378756.7|ENST00000339113.8|ENST00000536055.5|ENST00000439513.1
ENSG00000197530.12_15	64	15	Alternative First Exon	1:1616614-1623389	27-27,27-28	17-28	28-28,28-29	ENST00000512004.1	ENST00000520777.5|ENST00000518681.5|ENST00000505820.6|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000504599.5|ENST00000507229.5	ENST00000512004.1|ENST00000520777.5|ENST00000518681.5|ENST00000505820.6|ENST00000511502.5|ENST00000487053.5|ENST00000504599.5|ENST00000507229.5|ENST00000489635.5
ENSG00000197530.12_17	64	17	Complex Event	1:1623482-1623774	31-31	29-33	33-33,33-34	ENST00000520777.5|ENST00000518681.5|ENST00000505820.6|ENST00000511502.5|ENST00000487053.5|ENST00000504599.5|ENST00000507229.5|ENST00000355826.9|ENST00000479659.5|ENST00000378712.5|ENST00000510793.5|ENST00000503789.5|ENST00000378708.5|ENST00000506488.5|ENST00000502470.5|ENST00000508455.1	ENST00000489635.5|ENST00000514363.1|ENST00000512004.1	ENST00000508455.1|ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000514363.1|ENST00000487053.5|ENST00000502470.5|ENST00000378712.5|ENST00000510793.5|ENST00000504599.5|ENST00000507229.5|ENST00000503789.5|ENST00000378708.5|ENST00000506488.5|ENST00000512004.1
ENSG00000197530.12_20	64	20	Complex Event	1:1624901-1625286	42-42	40-45	39-40,40-40	ENST00000467597.1|ENST00000520777.5|ENST00000355826.9|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000504599.5|ENST00000507229.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000514363.1	ENST00000518681.5|ENST00000378712.5	ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000514363.1|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000507229.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000467597.1
ENSG00000197530.12_22	64	22	Alternative 3' Splice Site	1:1625428-1625546	45-46,46-46,46-47	45-47	47-47,47-48	ENST00000508148.1	ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000514234.5|ENST00000467597.1	ENST00000508148.1|ENST00000479659.5|ENST00000467597.1|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000514234.5
ENSG00000197530.12_23	64	23	Complex Event	1:1625428-1625558	47-47,47-48	45-48	48-48,48-49	ENST00000508148.1|ENST00000479659.5|ENST00000467597.1|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000514234.5	ENST00000520777.5	ENST00000508148.1|ENST00000479659.5|ENST00000467597.1|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000514234.5|ENST00000520777.5
ENSG00000197530.12_26	64	26	Complex Event	1:1625653-1626367	51-52,52-52,52-53	49-53	53-53,53-54	ENST00000479659.5	ENST00000486072.1	ENST00000479659.5|ENST00000486072.1
ENSG00000197530.12_27	64	27	Complex Event	1:1625653-1626837	54-54,54-55	49-55	55-55,55-56	ENST00000479659.5|ENST00000486072.1|ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000507229.5|ENST00000378708.5|ENST00000506488.5	ENST00000514234.5	ENST00000506488.5|ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000507229.5|ENST00000378708.5|ENST00000514234.5|ENST00000486072.1
ENSG00000197530.12_28	64	28	Complex Event	1:1626999-1627074	57-58,58-58,58-59	57-59	56-57,57-57,59-59,59-60,60-60	ENST00000506488.5	ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000507229.5|ENST00000378708.5|ENST00000514234.5|ENST00000505370.1	ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000507229.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000505370.1
ENSG00000197530.12_29	64	29	Complex Event	1:1627444-1627673	60-61,61-61,61-62	60-64	56-57,57-57,59-59,59-60,60-60	ENST00000505370.1	ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000507229.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5	ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000507229.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000505370.1
ENSG00000197530.12_32	64	32	Complex Event	1:1628179-1628273	65-66,66-66,66-67	65-67	64-65,65-65,67-67	ENST00000511502.5|ENST00000473511.5	ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000507229.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000464570.1	ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000507229.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000473511.5|ENST00000464570.1
ENSG00000197530.12_33	64	33	Complex Event	1:1628399-1628489	67-68,68-68,68-69	67-69	64-65,65-65,67-67	ENST00000507229.5	ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000473511.5|ENST00000464570.1	ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000507229.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000473511.5|ENST00000464570.1
ENSG00000197530.12_36	64	36	Complex Event	1:1629311-1629639	74-75,75-75	74-81	73-74,74-74	ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000504599.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000473511.5|ENST00000483015.1	ENST00000378712.5|ENST00000511910.1	ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000473511.5|ENST00000483015.1|ENST00000511910.1
ENSG00000197530.12_37	64	37	Complex Event	1:1629404-1629488	75-76,76-76,76-77	75-78	74-75,75-75	ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000504599.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000473511.5|ENST00000483015.1	ENST00000487053.5	ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000504599.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000473511.5|ENST00000483015.1
ENSG00000197530.12_39	64	39	Complex Event	1:1629566-1629639	79-80,80-80,80-81	79-81	78-79,79-79	ENST00000470373.1	ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000504599.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000483015.1	ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000504599.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000483015.1|ENST00000470373.1
ENSG00000197530.12_40	64	40	Complex Event	1:1629311-1629639	78-79,79-79	74-81	81-81,81-82,82-82	ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000504599.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000483015.1|ENST00000470373.1	ENST00000378712.5|ENST00000511910.1	ENST00000470373.1|ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000483015.1|ENST00000511910.1
ENSG00000197530.12_43	64	43	Retained Intron	1:1616614-1617078	17-18,18-18,18-19	17-19	19-19	ENST00000477990.1|ENST00000507082.1	ENST00000463492.1	ENST00000477990.1|ENST00000507082.1|ENST00000463492.1
ENSG00000197530.12_46	64	46	Complex Event	1:1617515-1623431	21-22,22-22,22-23	21-29	21-21	ENST00000477990.1|ENST00000507082.1	ENST00000503789.5	ENST00000477990.1|ENST00000507082.1|ENST00000503789.5
ENSG00000197530.12_48	64	48	Complex Event	1:1617715-1623431	24-25,25-25	24-29	24-24	ENST00000477990.1|ENST00000507082.1	ENST00000378708.5|ENST00000506488.5	ENST00000477990.1|ENST00000507082.1|ENST00000378708.5|ENST00000506488.5
ENSG00000197530.12_49	64	49	Complex Event	1:1623482-1623774	29-30,30-30,30-31	29-33	29-29	ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000511502.5|ENST00000487053.5|ENST00000502470.5|ENST00000378712.5|ENST00000510793.5|ENST00000504599.5|ENST00000507229.5|ENST00000503789.5|ENST00000378708.5|ENST00000506488.5	ENST00000489635.5|ENST00000514363.1|ENST00000512004.1	ENST00000512004.1|ENST00000520777.5|ENST00000518681.5|ENST00000505820.6|ENST00000511502.5|ENST00000487053.5|ENST00000504599.5|ENST00000507229.5|ENST00000489635.5|ENST00000355826.9|ENST00000479659.5|ENST00000378712.5|ENST00000510793.5|ENST00000503789.5|ENST00000378708.5|ENST00000506488.5|ENST00000502470.5|ENST00000514363.1
ENSG00000197530.12_51	64	51	Retained Intron	1:1623679-1623774	31-32,32-32,32-33	31-33	31-31	ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000511502.5|ENST00000487053.5|ENST00000378712.5|ENST00000510793.5|ENST00000504599.5|ENST00000507229.5|ENST00000503789.5|ENST00000378708.5|ENST00000506488.5|ENST00000508455.1	ENST00000502470.5	ENST00000520777.5|ENST00000518681.5|ENST00000505820.6|ENST00000511502.5|ENST00000487053.5|ENST00000504599.5|ENST00000507229.5|ENST00000355826.9|ENST00000479659.5|ENST00000378712.5|ENST00000510793.5|ENST00000503789.5|ENST00000378708.5|ENST00000506488.5|ENST00000502470.5|ENST00000508455.1
ENSG00000197530.12_53	64	53	Alternative Last Exon	1:1623945-1624795	34-35,35-35	34-37	34-34	ENST00000508455.1	ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000514363.1|ENST00000487053.5|ENST00000502470.5|ENST00000378712.5|ENST00000510793.5|ENST00000504599.5|ENST00000507229.5|ENST00000503789.5|ENST00000378708.5|ENST00000506488.5|ENST00000512004.1|ENST00000514234.5	ENST00000508455.1|ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000514363.1|ENST00000487053.5|ENST00000502470.5|ENST00000378712.5|ENST00000510793.5|ENST00000504599.5|ENST00000507229.5|ENST00000503789.5|ENST00000378708.5|ENST00000506488.5|ENST00000512004.1|ENST00000514234.5
ENSG00000197530.12_54	64	54	Alternative First Exon	1:1623945-1624795	36-36,36-37	34-37	37-37	ENST00000467597.1	ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000514363.1|ENST00000487053.5|ENST00000502470.5|ENST00000378712.5|ENST00000510793.5|ENST00000504599.5|ENST00000507229.5|ENST00000503789.5|ENST00000378708.5|ENST00000506488.5|ENST00000512004.1|ENST00000514234.5	ENST00000467597.1|ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000514363.1|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000507229.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000510793.5|ENST00000512004.1|ENST00000502470.5|ENST00000503789.5
ENSG00000197530.12_56	64	56	Retained Intron	1:1624901-1624991	40-41,41-41,41-42	40-42	42-42	ENST00000467597.1	ENST00000520777.5|ENST00000355826.9|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000514363.1|ENST00000487053.5|ENST00000504599.5|ENST00000507229.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5	ENST00000467597.1|ENST00000520777.5|ENST00000355826.9|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000504599.5|ENST00000507229.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000514363.1
ENSG00000197530.12_58	64	58	Complex Event	1:1624901-1625286	44-44,44-45	40-45	45-45	ENST00000467597.1|ENST00000520777.5|ENST00000355826.9|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000504599.5|ENST00000507229.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000508148.1	ENST00000518681.5|ENST00000378712.5	ENST00000508148.1|ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000507229.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000467597.1
ENSG00000197530.12_59	64	59	Complex Event	1:1625428-1626650	48-48,48-49	45-54	45-45	ENST00000508148.1|ENST00000479659.5|ENST00000467597.1|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000514234.5|ENST00000520777.5	ENST00000507229.5|ENST00000378708.5|ENST00000506488.5	ENST00000508148.1|ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000507229.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000467597.1
ENSG00000197530.12_63	64	63	Complex Event	1:1627444-1627673	63-63,63-64	60-64	64-64	ENST00000505370.1|ENST00000473511.5|ENST00000464570.1	ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000507229.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5	ENST00000505370.1|ENST00000473511.5|ENST00000464570.1|ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000507229.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5
ENSG00000197530.12_66	64	66	Complex Event	1:1628722-1629133	69-70,70-70,70-71	69-72	69-69	ENST00000483015.1	ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000507229.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000473511.5|ENST00000464570.1	ENST00000507229.5|ENST00000520777.5|ENST00000355826.9|ENST00000518681.5|ENST00000505820.6|ENST00000479659.5|ENST00000489635.5|ENST00000511502.5|ENST00000487053.5|ENST00000378712.5|ENST00000504599.5|ENST00000378708.5|ENST00000506488.5|ENST00000514234.5|ENST00000473511.5|ENST00000464570.1|ENST00000483015.1
